Year,Team,Safeties,Corners,InsideBackers,Edge,InteriorDLine,WRs,TEs,InteriorOLine,Tackles,QB,RB,Special,Dead,IR,Prac,Susp,Wins,Playoff Wins,SuperBowl Win,Cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ExpWins,ExpPOWins,Error,POError
2017,broncos,5.49,14.47,5.13,22.64,2.08,14.88,2.85,8.06,6.05,2.33,3.63,1.99,0.28,17.12,0.0,0.0,5,0,0,47,1.9499137225782992,1.9967297155755688,2.0110900971265298,2.0129112275439027,1.9853453950829163,2.006552036817876,2.056577776277239,2.023753711262056,1.968167551257743,1.9999733142317309,2.0446319597400042,1.9574754821988143,1.9280319393658836,2.049476964274906,2.0253781935119943,2.0503111764281816,2.0193341413943764,1.9908298661968065,2.0264211894912063,2.0181537376193304,1.97896859817024,1.9522363055223924,2.0300690456349058,1.9953962943667196,2.010785723959027,2.014606343832213,1.9808580964176943,1.9930014783214076,1.9747046153755734,1.9386594380014455,2.0451845519814706,2.021410072309672,1.969383439721235,2.0004809620784054,2.0405701488003127,1.985427981706587,2.009158314858449,1.915784281299255,1.8975015106664457,1.9331775422329862,2.0312842705103,1.9870656396929136,1.9500692724134545,2.04969955592273,1.972580280404091,2.0474229289063945,2.017044769818934,2.1070911415963147,2.006752176394164,2.022566021108871,7.904345737485349,0.4268675527448459,2.9043457374853494,0.4268675527448459
2018,broncos,4.83,12.57,6.87,20.03,2.24,7.72,1.57,9.29,5.31,8.34,1.04,2.41,0.34,20.96,0.0,0.0,6,0,0,17,1.9316020685066655,2.012079008058891,1.9989059822609838,2.0076235701958765,1.9695345376609708,1.9961479986347883,2.085862266977425,2.0293159102023663,1.9672205287534925,2.005036446732394,2.051026231353697,1.9459369821127888,1.9496901612158435,2.050845280311894,2.045786170865375,2.03466647525708,2.051642538127322,1.9829234613092162,2.0374827085748346,2.013893815007518,1.9837522438143962,1.9393011933912574,2.0800547785872605,1.9931322753835072,2.007460008731099,1.9996059923322638,2.000786618363674,1.9786606851378994,1.9812186130258627,1.9267009743018453,2.0261017346257884,2.0214524872201225,1.979192687033416,1.990439073836996,2.044962278709965,2.0042631632323133,2.0091205825323666,1.8936729054935184,1.8903089163917728,1.9198400928700228,2.053382889712313,1.9567295995958862,1.9293494240937796,2.0500989194707047,1.991043230846633,2.055029514538118,1.992466094185987,2.078982848218494,1.99779038576419,2.0578776464390987,7.9066653249187215,0.4271073724197959,1.9066653249187215,0.4271073724197959
2019,broncos,5.91,11.65,3.63,25.14,1.84,2.2,4.0,7.05,6.41,3.49,2.45,2.85,0.21,19.8,0.0,3.08,7,0,0,18,1.9536185601151577,2.0184828970356654,1.9955835429924744,2.0114018005972456,1.9929248494935448,1.983059000047601,2.0782093748536763,2.0259920652661103,1.9569320203844702,2.010658352265053,2.0110620095180205,1.9417758773294924,1.9335898858348866,2.0168717910501983,2.0560742714182503,2.0294860595982045,1.9899991237021237,1.9857257799106576,2.060467616897195,2.00820782020396,1.9829837710380838,1.9312029228042717,2.0492878793496923,2.0197839396900323,2.052858554573398,1.9915668790118972,2.0087582930313137,1.9860808187026433,1.9788056916886607,1.910705282920781,2.002545109293987,2.0097882716040503,1.9980529484331198,2.013371773736348,2.0331729479343212,2.0061251130331113,2.0203523623871695,1.9281512694488523,1.9132353274496492,1.914636618995913,2.033410661752348,1.9634279715399672,1.9803758121550372,2.03807484208418,1.9778244812155783,2.0389584443530513,2.009740237230426,2.0903223198427656,2.0293282152134,2.0269485409719756,7.905066589960118,0.42716865789782227,0.9050665899601178,0.42716865789782227
2005,lions,0.0,4.47,1.56,4.55,21.09,10.57,1.95,2.43,4.21,12.65,1.17,3.16,0.18,0.0,0.0,0.0,5,0,0,8,1.960077241358355,1.9677453609562114,1.9332719388795347,1.9914377629576163,1.9697574003504783,2.0127327996058604,2.0266239597807667,2.0836179999652904,2.0893885060880244,1.9895479625264951,2.085527045231094,2.0616177967129437,2.032589483854305,2.024943784346047,1.993415577363488,2.0073904871754076,1.981758386713314,1.9924384596449511,1.979838704183996,2.0159021049918553,1.9646867103168226,1.9508487891498556,1.9782897510981015,1.967257732915632,1.94510574273878,1.9662958545614233,1.9529754633028078,1.9632303407594882,1.9756200481995883,2.0805857348276535,2.096167891209454,2.0277807167294797,1.977677079687511,1.9861082488789668,1.9728108181696595,1.9823768037965948,2.0412042943908797,1.9365242744328326,1.8843801326028924,2.113209597449496,1.9587363010087968,1.9468682000668485,1.9265377557701862,2.0634935765506945,1.9959324336890918,1.991633091463018,2.046952633306229,1.9315858546077491,2.1731732784284405,2.0023280872049902,7.907666998156303,0.4260897263247122,2.9076669981563033,0.4260897263247122
2006,lions,0.83,1.19,3.56,8.23,4.47,6.91,3.54,2.92,6.27,12.56,1.61,2.87,10.01,0.0,0.16,0.0,3,0,0,44,1.9757036054628092,2.0028253488723986,1.9180154212429519,1.9665082991679703,1.9667734667746655,2.030096405907766,2.0860242021461297,2.070143887693886,1.9884858738284839,2.0137324375269805,2.1654307801813424,1.9470313629211713,1.987188697510036,2.1042790177172783,2.073128132332757,2.0297073713628886,2.008235320861147,1.9324047100170612,2.0224982914539895,2.0958845593758992,1.9730640112764948,1.9021216191693373,2.0921002886953293,1.9950334055020897,1.9849799327443522,1.9055375241739454,2.0244545621394257,1.95862074769728,2.006959390928108,2.0341179435434418,2.094425305997234,2.0923563497928646,1.9438068089667206,1.997668934842475,2.033256497296181,2.0214231187442433,2.0901200107479583,1.8551291820064584,1.8460898582061527,1.9641549964217488,1.990761469931529,1.8908852248217436,1.8833085728245509,2.043093493295034,2.0269354259242123,2.022453095668026,1.9385208680779056,1.9577217115713257,1.9862730447515697,2.0605294118847013,7.917259020755881,0.4281069573836927,4.917259020755881,0.4281069573836927
2007,lions,1.87,4.57,4.67,8.5,3.7,25.93,2.74,3.93,5.9,4.54,3.81,3.59,13.39,9.21,0.0,0.0,7,0,0,30,1.9813063458071187,1.9651439221378404,1.9925595955119286,2.002551678009466,1.9845047323179987,2.052364637665437,2.0064351441988313,2.021641241504597,1.994962011085574,1.985693736313527,2.125053505651383,1.9810769951345433,1.9372766788361195,2.098295266237463,1.99514117037411,2.07050640829542,2.0112775454221135,1.9807222182345874,1.9833841246166297,2.0568289040726584,1.9780356076866155,1.9624873244120968,1.9927069648403968,1.9721542142355712,1.9615845257432645,1.9935724156897594,1.959858799928755,2.0082059809887784,1.977264404718623,2.0189514982729655,2.1275899084725887,2.04924304031917,1.9245272099563961,1.9873890427790208,2.0394394856267937,1.9533795677494,2.0266464408540923,1.9056278815327485,1.881276647337863,1.9884193592078876,1.999742956950255,2.0049723139337434,1.9098335481790616,2.061477969779987,1.9794963567912567,2.040676044292101,2.0054495842215134,2.0686201687932146,1.9832756027802583,2.011369272498455,7.906856812851525,0.42713974521512,0.9068568128515251,0.42713974521512
2008,lions,1.8,7.5,3.44,7.24,1.88,7.9,3.72,4.89,6.94,5.41,4.41,3.83,6.35,2.55,0.0,0.0,0,0,0,3,1.9585831923144146,1.9862668429323742,1.9995017387317435,2.001921772427954,1.9872197283943425,2.03754661542158,2.064629005488497,2.0643926538328974,2.0013788482932307,2.001115801693804,2.092809068887284,1.9292923604207508,1.8980041668904106,2.115340476008166,2.0051142460116957,2.0261097943376756,2.035846673667142,1.938762060488904,1.9832624032960526,2.067213467537344,1.9672933488775406,1.8936665740202727,2.046869588452719,1.9775933726398176,1.9529802174816264,1.9928282181141768,1.9990581217017662,1.9857852902192497,1.9746516548018376,1.918812537394183,2.0677508883031064,2.084849836871968,1.9255212053479378,2.043268993608882,2.063542041115806,2.019670345796545,2.075992530741892,1.8456218242118683,1.8104128572029816,1.9410880334772058,2.011577740807878,1.9041084702103912,1.8632517644279047,2.126302175189693,2.007841217106293,2.137179019096338,1.9709688354640436,2.068538143460754,2.076886721971658,2.0517775148073936,7.9079530176412645,0.426068712632214,7.9079530176412645,0.426068712632214
2009,lions,2.9,10.1,8.9,12.07,1.81,12.9,4.4,7.35,9.26,9.27,2.57,3.55,16.51,1.58,0.14,0.0,2,0,0,44,1.9610655677217406,1.9815562562941484,2.0013070464957368,1.9929488310457224,1.9769899198324419,2.035179011744442,2.051647632309135,2.0310499187452162,1.9868598915996496,1.9996265095515233,2.078387137148176,1.9448825628520163,1.945044326148839,2.089503181766267,2.0235070357598537,2.03366625222059,2.0793035877189148,1.9627129665347982,1.9947089878231739,2.0447289284883112,1.982991085834109,1.9343077005592808,2.08243812863889,1.9815856259836622,1.970714168990917,2.0049008268034494,1.990342728592228,1.9883947854815403,1.9835358613033527,1.9529666345664998,2.048500611211803,2.04167562148627,1.9544374700775107,1.9968209135883512,2.0435322176295823,2.012026691108518,2.0252713621815,1.8797155849867697,1.8657241841020058,1.9359548538055418,2.044760025288991,1.9426929868747635,1.8872579618374359,2.0630282494239256,2.0063766353613577,2.0983205816619095,1.9593847862602745,2.0534437442494142,2.0082482235638572,2.045974196745587,7.907413783735761,0.4269628265776979,5.907413783735761,0.4269628265776979
2010,lions,2.6,3.77,6.59,9.61,7.56,17.72,5.77,9.34,15.19,13.03,3.43,4.06,5.11,0.19,0.0,0.0,6,0,0,19,2.001047892492543,1.9797772764673613,1.9769588266077012,1.97863156726558,1.9710351549100773,2.0437185493718415,2.012035618069698,2.0260531129705694,2.006342707748755,1.984421552790428,2.101002273163802,1.9838794538973938,1.9745674885364102,2.074903177054224,2.0094294048033463,2.0386902042269575,2.020115570486903,1.9524487036457854,1.9825024654519943,2.0668958458866133,1.985736782978798,1.9408444199333401,2.035575520356372,1.9963229056517033,1.967044218597712,1.9539888875420095,1.9899254703351803,1.9833033564713176,1.986207959389744,2.009237729218306,2.0693143493773904,2.035446847415142,1.9562251310523,2.015966519488162,2.050744525873208,2.002721036351737,2.0300470604577554,1.9143240552523575,1.8834770047356422,1.9719169437985777,2.0066653306664857,1.9544661532520582,1.9104082751185167,2.066074892207596,2.003280162013997,2.0483406377869993,1.9685113111515995,1.9923198414747545,2.0529982095131,2.0341076166901844,7.909161603161917,0.4272250834930455,1.909161603161917,0.4272250834930455
2011,lions,3.57,6.36,3.82,9.26,16.85,20.26,4.64,10.29,9.1,7.43,6.39,4.18,0.89,0.47,0.0,0.0,10,0,0,30,1.9804737282890568,1.9790503996210056,1.973816074844486,1.9891185185312774,1.9752381209373355,2.02557968579622,2.0005436610855956,2.0380014732615037,2.0319316789734643,1.9751952597052949,2.0868226291658725,2.0225818614606794,1.9757067159274455,2.0461677224053205,1.9909176421009238,2.0347705013531123,1.983774678574723,1.9774128992046385,1.972973559005125,2.0280830952224176,1.9780167328438003,1.9409401149768912,1.984887263247953,1.9810974544243254,1.9627948855769042,1.97200129761531,1.9772340645179691,1.988484469681391,1.973008795713314,2.0164525458064135,2.083250062927272,2.0288307721944667,1.952489195854577,2.014012875982378,2.0421403342131836,1.9643315820478153,2.0322937621107666,1.9410744203444685,1.8833847958358654,2.024951245622677,1.9951449076794243,1.974211718767029,1.9346168789697507,2.0861509027811276,1.9773680643063574,2.011956574958465,2.0304200602100897,2.002265939088978,2.139469045114911,2.0185593311205854,7.906981151064269,0.42650264154365447,2.0930188489357313,0.42650264154365447
2012,lions,4.73,9.91,2.45,20.01,13.35,17.48,4.94,11.8,8.54,9.61,3.21,3.99,0.59,15.98,0.0,0.0,4,0,0,30,1.966031785687404,1.996483838478245,1.9736616409006182,1.9984495370563238,1.9730985178618017,2.0021263195345034,2.035250902594831,2.0346267088890766,2.0008946996724197,1.9949641063853096,2.076910477767397,1.9930240506989525,1.9673870545767573,2.0383604411793548,2.015045929509105,2.0390560924658994,1.9888761768726833,1.979245534743967,2.010292726053936,2.029030685050125,1.9725887996942728,1.9456192252726292,2.0095539119054147,1.9931015250593198,1.9980058816912505,1.9736207458358492,1.9888051886632705,1.9818424508030885,1.9710750848663385,1.986469042779985,2.0652975120667145,2.0241487883890303,1.9646087222159765,2.004627223933692,2.0363006771966847,1.9834348065376717,2.0253389887861353,1.9337370324470262,1.8957001756528986,1.9803263335087065,2.0053915210378306,1.973238673997111,1.9473558072398276,2.0667464820867245,1.9790863247922945,2.011852337673149,2.0234230422393495,2.0283513647619342,2.0879627876499764,2.029572315237136,7.906987708277818,0.4268046407407921,3.9069877082778177,0.4268046407407921
2013,lions,4.62,4.22,4.32,15.55,12.54,14.59,6.07,7.37,4.43,17.59,4.21,1.38,12.09,10.64,0.06,0.0,7,0,0,29,1.9616770644204882,2.0056410754395886,1.9485056650572856,1.9779396544412946,1.9817655253545932,1.998075637029835,2.046555528336944,2.0449801884772008,1.9916860960964895,2.002575348249781,2.1028319204061243,1.993343282613123,1.9906294563301337,2.0493516896072275,2.0443541117567636,2.026010445497181,1.99574940980488,1.9708608786063528,2.0027462021939733,2.0288014592533874,1.9813159988750544,1.9381835309203874,2.033796535025091,1.9902915644378774,1.9959766739768934,1.9609178747271834,2.018428395144783,1.9753544806933314,1.9892232114976636,2.0243967169694974,2.065519793370131,2.0519993362527327,1.9516621356088817,1.993673865838697,2.038327312253694,1.979849764296348,2.0436688041902165,1.925894007345507,1.8945605598485558,1.9905533264124247,2.003318499349324,1.957585053154905,1.9442570242033619,2.0353761404246673,1.9839991848995795,1.9753949420284949,2.0058676734748597,1.9993774268230513,2.050347783289772,2.036801745694401,7.911815571583869,0.4276345955397937,0.911815571583869,0.4276345955397937
2014,lions,3.97,3.13,4.96,13.65,20.78,14.1,4.0,5.48,3.77,12.88,4.6,1.18,0.54,7.29,0.28,0.0,11,0,0,29,1.963911181075658,1.9889313669101876,1.9488292428362344,1.9803185767400195,1.9809520858375655,2.010421799072847,2.027217939184128,2.052847236750181,2.023766759694863,1.9836103577371331,2.080341679407815,2.0284344162204655,2.0021421931141714,2.02897809505578,2.0287658151437054,2.0263687734582363,1.9766568589384934,1.98967442883473,1.9937422440633887,2.008983014027403,1.9822117912655552,1.9369785249580245,2.004646230579544,1.9856182586844677,1.9842929622351069,1.964857126060828,1.9873395916784862,1.978399773888619,1.9864465098384299,2.042401553213858,2.072984648221359,2.031559052039531,1.9689300544262003,1.9949252394189807,2.021829490025752,1.959025553264342,2.0387343916514946,1.9453606136814812,1.8946660860391928,2.037510239021065,1.996091958551581,1.965888046321531,1.957750969283369,2.045273334206369,1.973027167130182,1.9706178965919394,2.037857256458769,1.986256780059521,2.112182485960739,2.011442351140648,7.909328229113069,0.42708010842211847,3.0906717708869307,0.42708010842211847
2015,lions,6.48,6.25,5.36,12.41,15.89,18.08,5.38,4.74,3.06,12.95,6.35,1.92,14.69,10.33,0.0,0.0,7,0,0,29,1.959617288061844,1.9861399549518404,1.9567135607452115,1.9848064220527768,1.9998028675477033,2.010628606487511,2.0264355180781015,2.050065393559911,2.015168603906842,1.9911989189712982,2.0911960131328904,2.012662328379576,1.9816107677772647,2.0493117661231257,2.03021688088076,2.022308039153588,1.9905613135012004,1.982802509249363,1.9832594033798703,2.0113401438667093,1.991262138810484,1.9366448863496526,2.0049489381170686,1.982256540493478,1.973944680867128,1.9846322338099167,1.9992342108344334,1.987221248741853,1.9834667249089202,2.030494434953768,2.0747236301435135,2.04574004034323,1.9469607991108029,1.9928658293252626,2.029304197452059,1.9578930530495586,2.039554320661285,1.9297411498395218,1.8871187712695945,2.029709564063208,1.9958758874328055,1.9771413181493311,1.9411685068326092,2.0428397457907153,1.9747207996983491,1.9868332701801532,2.028091746449098,2.011431292551534,2.0810967546692956,2.017236985294003,7.909997813062497,0.42736721768514685,0.909997813062497,0.42736721768514685
2016,lions,8.0,5.85,2.39,14.49,5.65,19.88,4.98,4.27,7.15,15.01,3.57,3.45,15.66,5.68,0.0,0.0,9,0,0,30,1.969843926640327,1.9914001814394653,1.959284736139257,1.9943317324321035,2.0038171931863378,2.0129181037032073,2.039118317274696,2.0361730450995426,1.9870349021900002,2.0051485906029916,2.1207995696572457,1.975870860226104,1.959423203334364,2.078516586945946,2.042588307198168,2.0358630978760694,1.9946767768958324,1.9611270082933465,2.0044815161744034,2.050075761729159,1.9990525986592893,1.9426521648214672,2.0162346147242287,2.0004399275138636,1.9811743140498357,1.9664264145602972,2.0100455775167765,1.9859327699208895,1.9806998962763702,2.0126005372287206,2.082483088822682,2.0508772262901602,1.936205988912515,1.9943761300770944,2.041416233111235,1.981279095411441,2.0309030136469515,1.9011297960969786,1.8883040653246888,1.9812613395816228,1.9864927825441052,1.9891270079481482,1.9239069986480308,2.034671045799646,1.9894013378013213,2.0139912646310663,1.9927697104391338,2.031937966402996,1.9952715140539454,2.0364421621458964,7.911484433308855,0.42805604145536025,1.0885155666911448,0.42805604145536025
2017,lions,6.54,11.59,2.08,17.95,7.91,11.54,3.52,6.57,8.45,10.25,3.3,5.85,6.43,11.86,0.0,0.0,9,0,0,3,1.9545966197407414,1.9961711535926001,1.971073441332627,2.0111736198019563,1.9946098053349066,2.000264854303168,2.0581319326496543,2.0457496058729445,2.0042274602078307,2.0037405136113606,2.0718634862547414,1.9714521717245914,1.9492693700492194,2.0479571987883105,2.030330639628535,2.02355038717747,1.9917170893322642,1.970762030193406,2.0231286503051598,2.029566027849032,1.9877306247937325,1.9306159472803477,2.0155123984672785,1.9999363370677699,1.9906615259035345,1.9772986112122883,1.9971661252973627,1.9788933065567818,1.970341889931763,1.9622699204129876,2.055348512956086,2.0287559577831926,1.9651626571998668,2.006927451235353,2.0280944272125447,1.9980038583730986,2.0309598684128987,1.9019264832449212,1.8818329789970372,1.9849682700278162,1.993199193150022,1.9668288448757176,1.9324310057654237,2.063503580834364,1.9908002233533075,2.0510050455074675,2.0122742342271387,2.0414702552503114,2.0702178213661164,2.0365265855529318,7.907417337085628,0.4269542750642802,1.0925826629143716,0.4269542750642802
